poisonous,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,label,poisonous_readable,cap_shape_readable,cap_surface_readable,cap_color_readable,bruises_readable,odor_readable,gill_attachment_readable,gill_spacing_readable,gill_size_readable,gill_color_readable,stalk_shape_readable,stalk_root_readable,stalk_surface_above_ring_readable,stalk_surface_below_ring_readable,stalk_color_above_ring_readable,stalk_color_below_ring_readable,veil_type_readable,veil_color_readable,ring_number_readable,ring_type_readable,spore_print_color_readable,population_readable,habitat_readable
p,f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,white,has_bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,poisonous,poisonous,flat,smooth,gray,has_bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,poisonous,poisonous,convex,smooth,gray,has_bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous,poisonous,convex,fibrous,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,woods
p,x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,gray,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
e,k,f,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,fibrous,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
p,x,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,paths
p,b,y,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,bell,scaly,buff,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths
p,f,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,buff,has_bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,woods
p,f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,poisonous,poisonous,convex,fibrous,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,woods
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses
p,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,poisonous,poisonous,flat,smooth,white,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
e,k,y,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,scaly,cinnamon,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
e,k,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,scaly,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,b,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,bell,smooth,pink,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
p,x,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
p,x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,paths
p,x,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,poisonous,poisonous,convex,scaly,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,grasses
p,f,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,flat,smooth,buff,has_bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,poisonous,poisonous,flat,fibrous,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,paths
p,x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,gray,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,b,y,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,bell,scaly,white,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,woods
p,x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
p,b,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,poisonous,poisonous,bell,scaly,pink,has_bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
e,x,y,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,edible,edible,convex,scaly,cinnamon,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,x,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
e,f,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,edible,edible,flat,scaly,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,poisonous,poisonous,flat,smooth,gray,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
p,b,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,bell,scaly,pink,has_bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,gray,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths
p,f,y,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,flat,scaly,pink,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u,poisonous,poisonous,flat,smooth,buff,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
e,x,y,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,edible,edible,convex,scaly,cinnamon,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
e,f,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,edible,edible,flat,scaly,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,f,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,poisonous,poisonous,flat,smooth,white,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,grasses
e,k,y,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,scaly,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
p,f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,gray,has_bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,poisonous,poisonous,flat,smooth,white,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,poisonous,poisonous,flat,fibrous,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous,poisonous,convex,fibrous,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,grasses
p,b,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,poisonous,poisonous,bell,smooth,white,has_bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
p,x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
e,x,f,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,edible,edible,convex,fibrous,cinnamon,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
p,f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,poisonous,poisonous,flat,smooth,white,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,poisonous,poisonous,convex,fibrous,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses
p,f,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,gray,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths
p,f,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,buff,has_bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
e,x,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,edible,edible,convex,scaly,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,woods
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,poisonous,poisonous,flat,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,woods
p,b,y,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,poisonous,poisonous,bell,scaly,buff,has_bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,poisonous,poisonous,flat,fibrous,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths
p,f,y,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,poisonous,poisonous,flat,scaly,white,has_bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,paths
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous,poisonous,flat,scaly,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,grasses
p,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,poisonous,poisonous,flat,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
p,x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous,poisonous,flat,scaly,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,paths
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,poisonous,poisonous,convex,scaly,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,grasses
p,f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,flat,smooth,buff,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,poisonous,poisonous,convex,scaly,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,woods
p,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,poisonous,poisonous,flat,smooth,gray,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
p,x,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,poisonous,poisonous,flat,smooth,buff,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,grasses
p,x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
e,k,f,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,fibrous,brown,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses
e,k,y,c,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,scaly,cinnamon,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,paths
p,x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,buff,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,poisonous,poisonous,convex,scaly,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,woods
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,paths
p,x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,gray,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
p,f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,poisonous,poisonous,flat,smooth,buff,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses
p,x,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,woods
e,k,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,edible,edible,knobbed,fibrous,cinnamon,no_bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
p,x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,poisonous,poisonous,convex,smooth,gray,has_bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,paths
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,poisonous,poisonous,convex,scaly,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,grasses
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,woods
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,poisonous,poisonous,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths
